Date,Open,High,Low,Close,Adj Close,Volume,Close_Smooth
2020-02-01,180.11376953125,183.84555053710938,179.74517822265625,183.6739501953125,183.6739501953125,11569697182,169.26239318847655
2020-02-02,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,188.61753845214844,14054425389,171.48194046020507
2020-02-03,188.60740661621094,193.4368896484375,188.0126953125,189.8650665283203,189.8650665283203,12392875241,172.67742614746095
2020-02-04,189.86172485351562,191.1114959716797,185.40362548828125,189.25059509277344,189.25059509277344,11714191695,173.82842178344725
2020-02-05,189.29910278320312,206.8040008544922,188.752685546875,204.23023986816406,204.23023986816406,14865434435,175.82038345336915
2020-02-06,204.12969970703125,214.59771728515625,201.90406799316406,212.33908081054688,212.33908081054688,16425589683,177.89833984375
2020-02-07,212.31588745117188,223.14093017578125,212.30419921875,222.72605895996094,222.72605895996094,16673443564,180.2663589477539
2020-02-08,222.51097106933594,226.5880889892578,215.38629150390625,223.14651489257812,223.14651489257812,16741203125,183.0751922607422
2020-02-09,222.98223876953125,229.86424255371094,222.98223876953125,228.5785675048828,228.5785675048828,15031356241,186.14809494018556
2020-02-10,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,223.522705078125,16210008511,188.83937225341796
2020-02-11,223.3849334716797,236.54713439941406,218.61761474609375,235.8511962890625,235.8511962890625,16964695963,192.21722412109375
2020-02-12,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,265.4061279296875,24545049386,197.34110260009766
2020-02-13,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,268.0992431640625,25801317504,202.593505859375
2020-02-14,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,284.2174987792969,23558253463,208.74018402099608
2020-02-15,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,264.72857666015625,23682452994,213.57275772094727
2020-02-16,264.904052734375,272.8824462890625,242.48440551757812,259.89471435546875,259.89471435546875,25152366643,218.0209487915039
2020-02-17,259.89056396484375,266.8712463378906,244.3353271484375,266.3634338378906,266.3634338378906,26024080089,222.52060470581054
2020-02-18,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,281.944580078125,26511477187,227.86531677246094
2020-02-19,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,259.76397705078125,22679414413,231.61899185180664
2020-02-20,259.8198547363281,263.6954040527344,250.95126342773438,257.949462890625,257.949462890625,23229828870,235.50845642089843
2020-02-21,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,265.6006164550781,20867593292,239.60478973388672
2020-02-22,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,262.33172607421875,16906032862,243.29049911499024
2020-02-23,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,273.754150390625,19585998814,247.48495330810547
2020-02-24,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,265.2164306640625,22400845640,251.28324508666992
2020-02-25,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,247.81759643554688,21878882134,253.46261291503907
2020-02-26,247.74020385742188,249.6497039794922,221.2665557861328,225.68026733398438,225.68026733398438,26235617201,254.12967224121093
2020-02-27,225.68704223632812,237.2289276123047,212.66452026367188,226.75338745117188,226.75338745117188,25645522790,254.33103866577147
2020-02-28,226.98760986328125,234.2089385986328,216.34620666503906,226.760498046875,226.760498046875,22563530559,254.51173782348633
2020-02-29,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,219.8485107421875,18181296376,254.07523498535156
2020-03-01,219.752685546875,226.67788696289062,214.13043212890625,218.97059631347656,218.97059631347656,18179807469,253.84762954711914
2020-03-02,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,230.5697784423828,20305587789,253.58355865478515
2020-03-03,230.5239715576172,232.3258056640625,221.732666015625,224.47962951660156,224.47962951660156,19853178572,251.53723373413087
2020-03-04,224.56533813476562,228.04042053222656,222.08888244628906,224.51797485351562,224.51797485351562,16567075208,249.35817031860353
2020-03-05,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,229.2681884765625,18201291785,246.6107048034668
2020-03-06,229.16842651367188,243.5549774169922,228.7435760498047,243.52529907226562,243.52529907226562,19374772256,245.55054092407227
2020-03-07,243.7501983642578,249.97848510742188,237.55128479003906,237.85308837890625,237.85308837890625,19431652027,244.44845962524414
2020-03-08,237.7806854248047,237.7806854248047,200.6029815673828,200.68905639648438,200.68905639648438,21381823651,241.16474075317382
2020-03-09,201.31849670410156,207.45140075683594,192.2698974609375,201.986328125,201.986328125,23645428606,237.16682815551758
2020-03-10,202.86395263671875,205.71424865722656,198.0644989013672,200.76724243164062,200.76724243164062,18344930072,234.21699142456055
2020-03-11,200.76803588867188,202.9542999267578,184.36215209960938,194.8685302734375,194.8685302734375,16984790291,231.06294479370118
2020-03-12,194.73892211914062,195.14793395996094,111.21070861816406,112.34712219238281,112.34712219238281,22134741655,223.4002700805664
2020-03-13,112.68999481201172,137.42953491210938,95.1843032836914,133.20181274414062,133.20181274414062,27864623061,216.9437744140625
2020-03-14,133.5824737548828,134.484375,122.41447448730469,123.30602264404297,123.30602264404297,12740784545,209.4213680267334
2020-03-15,123.24606323242188,132.2421417236328,121.85365295410156,125.21430206298828,125.21430206298828,12719251813,202.4212615966797
2020-03-16,124.9961166381836,124.9961166381836,105.17144012451172,110.60587310791016,110.60587310791016,15984904590,195.56067543029786
2020-03-17,110.40678405761719,118.98828125,110.40678405761719,113.9427490234375,113.9427490234375,12087490572,189.97379951477052
2020-03-18,113.8576431274414,116.02162170410156,111.74311065673828,114.84226989746094,114.84226989746094,11617854009,184.37824363708495
2020-03-19,114.83982849121094,140.52772521972656,114.73286437988281,136.59385681152344,136.59385681152344,16396753275,179.8699115753174
2020-03-20,136.64927673339844,150.8538055419922,122.60565948486328,132.73716735839844,132.73716735839844,18960388062,175.51434440612792
2020-03-21,133.1017608642578,135.972412109375,127.16375732421875,132.81871032714844,132.81871032714844,13684083308,171.2067501068115
2020-03-22,132.85113525390625,136.15164184570312,122.90933227539062,123.32115173339844,123.32115173339844,12497707224,165.8443187713623
2020-03-23,123.36598205566406,134.91160583496094,121.86788177490234,134.91160583496094,134.91160583496094,14149877968,161.36591758728028
2020-03-24,135.1941375732422,141.9485321044922,133.1687774658203,138.76144409179688,138.76144409179688,14609068673,157.07809104919434
2020-03-25,138.9149627685547,141.40379333496094,134.30422973632812,136.19589233398438,136.19589233398438,13433092920,152.42447624206542
2020-03-26,136.190673828125,138.83056640625,134.8860321044922,138.36155700683594,138.36155700683594,11367261176,147.16628913879396
2020-03-27,138.36993408203125,139.90269470214844,133.9379425048828,133.9379425048828,133.9379425048828,11396286629,141.97053184509278
2020-03-28,134.03274536132812,134.03274536132812,126.96218872070312,130.9864959716797,130.9864959716797,12162403960,138.48540382385255
2020-03-29,131.0153350830078,131.17408752441406,125.4500503540039,125.58373260498047,125.58373260498047,9938133669,134.66527404785157
2020-03-30,125.57789611816406,133.91146850585938,125.28968048095703,132.904541015625,132.904541015625,11841123306,131.2721389770508
2020-03-31,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,133.59356689453125,11065246317,128.20839080810546
2020-04-01,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,135.63455200195312,12456564435,129.37276229858398
2020-04-02,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,142.02914428710938,15322861686,129.81412887573242
2020-04-03,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,142.09130859375,13184603402,130.75339317321777
2020-04-04,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,145.21939086914062,11946658257,131.7536476135254
2020-04-05,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,143.54664611816406,11280993591,133.4006862640381
2020-04-06,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,169.13587951660156,21636382525,136.16034278869628
2020-04-07,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,165.10194396972656,21659346091,138.67332649230957
2020-04-08,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,172.64173889160156,17063110836,140.47572059631347
2020-04-09,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,170.80714416503906,14901696210,142.3792194366455
2020-04-10,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,158.41244506835938,17980944616,143.65890617370604
2020-04-11,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,158.2160186767578,13555089447,145.403649520874
2020-04-12,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,161.14242553710938,15123721386,146.71519050598144
2020-04-13,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,156.27955627441406,16465282133,147.5910961151123
2020-04-14,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,157.5963897705078,14723156630,148.66112098693847
2020-04-15,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,153.28689575195312,14171753737,149.40738792419432
2020-04-16,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,172.15737915039062,22910469236,151.31835975646973
2020-04-17,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,171.63858032226562,16714684266,153.35096397399903
2020-04-18,171.61807250976562,187.9404754638672,171.61807250976562,186.91400146484375,186.91400146484375,20160323443,156.4174774169922
2020-04-19,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,181.61495971679688,19146038381,158.85299835205078
2020-04-20,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,172.2971649169922,21266681335,160.78817825317384
2020-04-21,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,172.73770141601562,16458767984,162.64333572387696
2020-04-22,172.67039489746094,183.75100708007812,171.82659912109375,182.59957885742188,182.59957885742188,17994666395,164.67185745239257
2020-04-23,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,185.02867126464844,21275740032,166.8187255859375
2020-04-24,185.22210693359375,190.21038818359375,185.22210693359375,189.2369384765625,189.2369384765625,16788555028,169.01960296630858
2020-04-25,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,195.5153045654297,18260969748,171.61803588867187
2020-04-26,195.41358947753906,199.344970703125,194.76806640625,197.31753540039062,197.31753540039062,18335367012,173.02711868286133
2020-04-27,197.47572326660156,199.55279541015625,193.45416259765625,197.22471618652344,197.22471618652344,18670194595,174.63325729370118
2020-04-28,197.2735137939453,198.7865447998047,194.84942626953125,198.41539001464844,198.41539001464844,18217507467,175.92193984985352
2020-04-29,198.46519470214844,218.4546356201172,198.12451171875,216.96823120117188,216.96823120117188,26397548759,178.22999420166016
2020-04-30,216.9091339111328,227.52969360351562,206.43692016601562,207.60205078125,207.60205078125,28089191904,180.6894744873047
2020-05-01,207.9017333984375,217.62802124023438,207.7808837890625,214.21910095214844,214.21910095214844,20816320834,183.48962860107423
2020-05-02,214.23008728027344,215.8475341796875,212.87867736816406,215.32537841796875,215.32537841796875,18260876092,186.1987762451172
2020-05-03,215.35206604003906,219.2708740234375,208.69236755371094,210.9331512451172,210.9331512451172,20469034664,188.93145599365235
2020-05-04,210.89085388183594,211.82838439941406,199.0477294921875,208.17401123046875,208.17401123046875,22602446422,191.4603370666504
2020-05-05,208.01300048828125,211.77862548828125,204.0311279296875,206.77439880371094,206.77439880371094,19004689099,194.13471221923828
2020-05-06,206.48135375976562,211.5346221923828,204.04087829589844,204.0557861328125,204.0557861328125,20343543799,195.72963256835936
2020-05-07,203.91285705566406,214.39247131347656,202.07484436035156,212.28941345214844,212.28941345214844,23594744655,197.7621742248535
2020-05-08,212.1982421875,216.3276824951172,208.8307342529297,212.9915771484375,212.9915771484375,20445139356,199.0660530090332
2020-05-09,213.1421661376953,214.73912048339844,209.07151794433594,211.60012817382812,211.60012817382812,18950547549,200.56531143188477
2020-05-10,211.5522003173828,211.5522003173828,182.71116638183594,188.5995635986328,188.5995635986328,25211575193,201.38043136596679
2020-05-11,188.63218688964844,191.36233520507812,180.7183380126953,185.912841796875,185.912841796875,20054601647,202.03918838500977
2020-05-12,185.87733459472656,191.60134887695312,185.70179748535156,189.3125,189.3125,15899726284,202.37483444213868
2020-05-13,189.3740997314453,200.19732666015625,189.12770080566406,199.1932830810547,199.1932830810547,17054662289,203.08306503295898
2020-05-14,198.89151000976562,204.1175994873047,196.8688201904297,202.9490966796875,202.9490966796875,20150524861,203.76867294311523
2020-05-15,202.9553985595703,203.56639099121094,193.75567626953125,195.62266540527344,195.62266540527344,16602342092,203.77404098510743
2020-05-16,195.61338806152344,202.7711944580078,194.5015869140625,200.6771240234375,200.6771240234375,15379081645,203.94202041625977
2020-05-17,200.60887145996094,209.1609344482422,200.10279846191406,207.15869140625,207.15869140625,15470397303,204.4387191772461
2020-05-18,207.17977905273438,215.90846252441406,207.10906982421875,214.52505493164062,214.52505493164062,17411566928,205.24420242309571
2020-05-19,214.6049346923828,214.6049346923828,210.14305114746094,213.45111083984375,213.45111083984375,14346192779,205.0683464050293
2020-05-20,213.4462432861328,214.71682739257812,207.97581481933594,210.09674072265625,210.09674072265625,12730175511,205.1930809020996
2020-05-21,210.129150390625,211.62518310546875,193.346435546875,199.88360595703125,199.88360595703125,13308321229,204.47630615234374
2020-05-22,199.8371124267578,208.59153747558594,198.04086303710938,207.169189453125,207.169189453125,12041592114,204.06849670410156
2020-05-23,207.19448852539062,210.38645935058594,205.29421997070312,208.69439697265625,208.69439697265625,10665476768,203.95655899047853
2020-05-24,208.716064453125,210.59507751464844,202.37034606933594,202.37034606933594,202.37034606933594,11833299572,203.66637573242187
2020-05-25,201.98265075683594,206.3614501953125,200.6675567626953,205.3197479248047,205.3197479248047,10415044124,203.59364318847656
2020-05-26,205.2595672607422,205.75254821777344,200.2642822265625,201.90231323242188,201.90231323242188,10159741290,203.48596954345703
2020-05-27,201.89300537109375,208.86343383789062,201.78506469726562,208.86343383789062,208.86343383789062,10631034756,203.31467056274414
2020-05-28,208.88543701171875,220.27650451660156,206.24266052246094,219.84042358398438,219.84042358398438,12212469604,203.6571128845215
2020-05-29,219.925048828125,224.2168731689453,218.23805236816406,220.6751251220703,220.6751251220703,12265816557,204.1108627319336
2020-05-30,220.7172088623047,243.94314575195312,218.7444610595703,242.34559631347656,242.34559631347656,15027397867,206.79816436767578
2020-05-31,242.35137939453125,244.04525756835938,230.05282592773438,230.9757080078125,230.9757080078125,12234904813,209.05130767822266
2020-06-01,230.86026000976562,248.2362823486328,230.48805236816406,246.99176025390625,246.99176025390625,13951727936,211.93527069091797
2020-06-02,246.82818603515625,252.2220001220703,233.2252960205078,237.21905517578125,237.21905517578125,13782107567,213.8365592956543
2020-06-03,237.3952178955078,244.1793212890625,235.46444702148438,244.1793212890625,244.1793212890625,9861760817,215.89807052612304
2020-06-04,244.10528564453125,245.92897033691406,236.7653045654297,244.4263916015625,244.4263916015625,10170414304,218.3382568359375
2020-06-05,244.34959411621094,247.32949829101562,240.6820526123047,241.22198486328125,241.22198486328125,9293963914,220.3654998779297
2020-06-06,241.20135498046875,245.98104858398438,239.7245330810547,241.9313201904297,241.9313201904297,8114873845,222.10413131713867
2020-06-07,241.9080810546875,245.4352569580078,236.32525634765625,245.16725158691406,245.16725158691406,9544883157,223.63624114990233
2020-06-08,245.17857360839844,246.64419555664062,241.5421905517578,246.30990600585938,246.30990600585938,8076783299,225.27918090820313
2020-06-09,246.17501831054688,248.34243774414062,242.3385467529297,244.9114532470703,244.9114532470703,8446545788,227.01991653442383
2020-06-10,244.8220672607422,248.65115356445312,242.8197479248047,247.4449462890625,247.4449462890625,8792990206,229.3979835510254
2020-06-11,247.5485382080078,249.8883056640625,229.94297790527344,231.70266723632812,231.70266723632812,12356528860,230.62465744018556
2020-06-12,231.62545776367188,239.3546905517578,229.6450653076172,237.4932098388672,237.4932098388672,8868955009,232.0645980834961
2020-06-13,237.54461669921875,239.19309997558594,235.88967895507812,238.90884399414062,238.90884399414062,7141624980,233.89152297973632
2020-06-14,238.9681854248047,239.10145568847656,232.95819091796875,234.1147003173828,234.1147003173828,7439385176,235.33127059936524
2020-06-15,234.0583038330078,234.2378387451172,221.24176025390625,229.9289093017578,229.9289093017578,10536099884,236.73260040283202
2020-06-16,229.76229858398438,236.39430236816406,228.4261474609375,234.41616821289062,234.41616821289062,7965648016,238.01023712158204
2020-06-17,234.49237060546875,235.9540557861328,229.34164428710938,233.0282745361328,233.0282745361328,7701391592,238.66962966918945
2020-06-18,232.89869689941406,234.57064819335938,228.95143127441406,232.10116577148438,232.10116577148438,6713800872,239.24093170166014
2020-06-19,231.95497131347656,232.15411376953125,226.79518127441406,227.13829040527344,227.13829040527344,6946372590,238.48056640625
2020-06-20,226.9763641357422,231.4490203857422,226.640625,229.27426147460938,229.27426147460938,6252830566,238.39549407958984
2020-06-21,229.2161407470703,232.35894775390625,228.4929962158203,228.9898223876953,228.9898223876953,5600408178,237.4953971862793
2020-06-22,229.0033721923828,243.77601623535156,228.9347381591797,242.53318786621094,242.53318786621094,9079586552,237.76110382080077
2020-06-23,242.53701782226562,244.86441040039062,239.75973510742188,244.14215087890625,244.14215087890625,6624530348,237.75924530029297
2020-06-24,244.18592834472656,248.50802612304688,232.8077392578125,235.7724609375,235.7724609375,8815030025,237.32654876708983
2020-06-25,235.70285034179688,236.05340576171875,230.29660034179688,232.94448852539062,232.94448852539062,7010426122,236.9126739501953
2020-06-26,232.8774871826172,233.9019317626953,229.25946044921875,229.6680450439453,229.6680450439453,7187490226,236.29951019287108
2020-06-27,229.63148498535156,232.49342346191406,220.5645751953125,222.9597930908203,222.9597930908203,6918380955,235.18913726806642
2020-06-28,222.91448974609375,228.59828186035156,219.47267150878906,225.34716796875,225.34716796875,6205925718,234.14100036621093
2020-06-29,225.36143493652344,229.90321350097656,222.25498962402344,228.1948699951172,228.1948699951172,6726164653,233.30517120361327
2020-06-30,227.9684295654297,229.476806640625,224.815185546875,226.31500244140625,226.31500244140625,6094093001,232.24867401123046
2020-07-01,226.13458251953125,232.75611877441406,224.8357391357422,231.11341857910156,231.11341857910156,6463737443,232.21921157836914
2020-07-02,231.28890991210938,232.39688110351562,225.4619598388672,229.39219665527344,229.39219665527344,6212210566,231.81416091918945
2020-07-03,229.31895446777344,229.6293182373047,224.91397094726562,225.38706970214844,225.38706970214844,5109032700,231.13807220458983
2020-07-04,225.28848266601562,230.05413818359375,225.13331604003906,229.07411193847656,229.07411193847656,5228310135,230.88604278564452
2020-07-05,228.9761962890625,229.85671997070312,224.54449462890625,227.6645965576172,227.6645965576172,5292172429,230.7728271484375
2020-07-06,227.6850128173828,242.13270568847656,227.02952575683594,241.51022338867188,241.51022338867188,8782917553,231.12752990722657
2020-07-07,240.97259521484375,242.68185424804688,234.21865844726562,239.07553100585938,239.07553100585938,6441497597,231.42989273071288
2020-07-08,239.15997314453125,248.30886840820312,238.39837646484375,246.67001342773438,246.67001342773438,9892586411,232.1583351135254
2020-07-09,246.748291015625,247.2916717529297,239.89865112304688,243.01596069335938,243.01596069335938,8429099199,232.95221862792968
2020-07-10,242.86801147460938,242.8837890625,236.73052978515625,240.9849853515625,240.9849853515625,7281370522,233.53775482177736
2020-07-11,241.04478454589844,241.52748107910156,238.33123779296875,239.4581756591797,239.4581756591797,5643067316,234.06117248535156
2020-07-12,239.4596405029297,243.31114196777344,237.7702178955078,242.13169860839844,242.13169860839844,6596394718,234.04109802246094
2020-07-13,242.18186950683594,244.31051635742188,238.2323760986328,239.60458374023438,239.60458374023438,7787751468,233.81421966552733
2020-07-14,239.97561645507812,242.0037841796875,237.7961883544922,240.21148681640625,240.21148681640625,7357458555,234.03617095947266
2020-07-15,240.14364624023438,241.40269470214844,237.09617614746094,238.42352294921875,238.42352294921875,6189328448,234.31012268066405
2020-07-16,238.45091247558594,239.00625610351562,231.6211700439453,233.64088439941406,233.64088439941406,5832057567,234.5087646484375
2020-07-17,233.69139099121094,234.41506958007812,232.10997009277344,232.77308654785156,232.77308654785156,5859850529,234.99942932128906
2020-07-18,232.85568237304688,236.54397583007812,232.32489013671875,235.4838104248047,235.4838104248047,5397402117,235.5062614440918
2020-07-19,235.4582977294922,239.1606903076172,233.2797393798828,238.48751831054688,238.48751831054688,6251377305,236.0208938598633
2020-07-20,238.494873046875,239.5762481689453,234.85264587402344,236.15316772460938,236.15316772460938,5600686192,236.51280212402344
2020-07-21,236.30250549316406,246.18626403808594,235.68096923828125,245.0167236328125,245.0167236328125,6806696015,237.20796737670898
2020-07-22,245.03726196289062,262.98504638671875,242.48434448242188,262.1906433105469,262.1906433105469,7702077383,238.84788970947267
2020-07-23,262.3886413574219,277.5834655761719,261.0470886230469,274.6890563964844,274.6890563964844,10281309262,241.31298904418946
2020-07-24,274.7226867675781,286.1928405761719,269.2397766113281,279.2154235839844,279.2154235839844,9466060358,243.82005462646484
2020-07-25,279.0263671875,306.7409973144531,279.0263671875,304.0567626953125,304.0567626953125,10785021813,247.6396629333496
2020-07-26,303.6923828125,316.3863220214844,300.267822265625,309.64361572265625,309.64361572265625,12003973026,251.04633255004882
2020-07-27,309.6579284667969,330.7012023925781,309.6579284667969,321.51409912109375,321.51409912109375,15644257058,255.16826095581055
2020-07-28,321.8297424316406,325.9059753417969,307.7213439941406,316.6572570800781,316.6572570800781,12357108065,258.66762313842776
2020-07-29,316.55535888671875,324.38079833984375,313.1095886230469,318.1908874511719,318.1908874511719,10878845706,262.42636947631837
2020-07-30,318.1449890136719,338.6311950683594,315.7510986328125,334.5866394042969,334.5866394042969,11827689045,267.10645217895507
2020-07-31,334.63372802734375,348.6113586425781,329.3409423828125,345.5546569824219,345.5546569824219,12030600492,272.41127624511716
2020-08-01,345.7986145019531,388.84796142578125,343.5874328613281,385.19970703125,385.19970703125,14045259477,279.56467666625974
2020-08-02,385.54986572265625,411.2283020019531,357.1436462402344,370.6717224121094,370.6717224121094,18909744275,286.1180335998535
2020-08-03,371.13385009765625,396.5069885253906,369.3363342285156,386.295166015625,386.295166015625,12834648062,293.42221755981444
2020-08-04,386.1564636230469,400.70062255859375,382.985107421875,389.87548828125,389.87548828125,14086704221,300.994815826416
2020-08-05,389.7108154296875,406.303955078125,386.2184753417969,401.590576171875,401.590576171875,12875466638,309.3923004150391
2020-08-06,401.5838623046875,403.4886779785156,392.6001892089844,394.9619445800781,394.9619445800781,11304626458,317.5017433166504
2020-08-07,395.22686767578125,398.2490234375,367.9355163574219,379.5128479003906,379.5128479003906,12751687084,324.7031951904297
2020-08-08,379.55157470703125,393.98736572265625,377.3497314453125,393.98736572265625,393.98736572265625,9342060531,332.47818756103516
2020-08-09,395.30523681640625,399.7370910644531,385.8307189941406,391.1204528808594,391.1204528808594,9451065592,340.22655181884767
2020-08-10,391.04150390625,399.3759460449219,391.04150390625,395.8875732421875,395.8875732421875,11685827893,347.7700942993164
2020-08-11,395.89471435546875,398.4789123535156,370.8606262207031,380.3840637207031,380.3840637207031,12792218737,353.67976531982424
2020-08-12,380.0638122558594,391.31231689453125,367.9236145019531,391.024169921875,391.024169921875,12408772745,359.49652099609375
2020-08-13,390.8381042480469,432.90460205078125,379.71087646484375,428.7417907714844,428.7417907714844,18480303526,366.97283935546875
2020-08-14,428.6772766113281,444.5777587890625,423.3458557128906,437.3978271484375,437.3978271484375,15064589987,373.639892578125
2020-08-15,437.56298828125,441.7546081542969,429.8746032714844,433.35491943359375,433.35491943359375,12416067894,379.82545776367186
2020-08-16,433.3505859375,436.2658386230469,415.08624267578125,433.78662109375,433.78662109375,12168816874,385.4390838623047
2020-08-17,433.9737548828125,442.7349853515625,422.64727783203125,429.53125,429.53125,13227089410,391.0827835083008
2020-08-18,429.66961669921875,432.5802917480469,419.6741027832031,423.6693115234375,423.6693115234375,11978984079,396.35670471191406
2020-08-19,423.73858642578125,427.024658203125,396.6783447265625,406.4637756347656,406.4637756347656,13137391167,399.9505615234375
2020-08-20,406.7589111328125,418.73443603515625,404.0260925292969,416.4397888183594,416.4397888183594,10043032427,403.49481811523435
2020-08-21,416.1487731933594,418.6379699707031,387.4411315917969,389.1263427734375,389.1263427734375,11781796374,403.69114990234374
2020-08-22,389.0310974121094,396.4665832519531,382.81463623046875,395.83514404296875,395.83514404296875,10131847985,404.9493209838867
2020-08-23,395.5628356933594,396.49041748046875,385.039794921875,391.3844909667969,391.3844909667969,8137303970,405.2037872314453
